disease	drug	proximity	pval
Severe Acute Respiratory Syndrome	cromoglicic acid	2	0.595346406
Severe Acute Respiratory Syndrome	crotalus adamanteus antivenin	3	0.940247375
Severe Acute Respiratory Syndrome	cryptenamine	2.4	0.856298398
Severe Acute Respiratory Syndrome	cupric chloride	1	5.28E-07
Severe Acute Respiratory Syndrome	curcumin	1.8	0.287686367
Severe Acute Respiratory Syndrome	cyanocobalamin	2.666666667	0.998816075
Severe Acute Respiratory Syndrome	cyclandelate	2.5	0.896751771
Severe Acute Respiratory Syndrome	cyclizine	1.5	0.024100319
Severe Acute Respiratory Syndrome	cyclobenzaprine	2	0.437808242
Severe Acute Respiratory Syndrome	cyclopentolate	3	0.968318735
Severe Acute Respiratory Syndrome	cyclophosphamide	2	0.615393999
Severe Acute Respiratory Syndrome	cyclosporine	1.75	0.184876173
Severe Acute Respiratory Syndrome	cyclothiazide	2.6	0.99542349
Severe Acute Respiratory Syndrome	cycrimine	3	0.951246364
Severe Acute Respiratory Syndrome	cyproheptadine	2	0.411478031
Severe Acute Respiratory Syndrome	cyproterone acetate	2	0.859826339
Severe Acute Respiratory Syndrome	cysteamine	3	0.999576756
Severe Acute Respiratory Syndrome	cysteine	1.846153846	0.040995431
Severe Acute Respiratory Syndrome	cystine	2.333333333	0.606370286
Severe Acute Respiratory Syndrome	cytarabine	2	0.556515708
Severe Acute Respiratory Syndrome	d-alpha-tocopherol acetate	1.777777778	0.334732655
Severe Acute Respiratory Syndrome	d-methionine	2	0.580471939
Severe Acute Respiratory Syndrome	d-serine	2	0.702218206
Severe Acute Respiratory Syndrome	dabigatran etexilate	0	2.13E-10
Severe Acute Respiratory Syndrome	dabrafenib	2	0.722027849
Severe Acute Respiratory Syndrome	dacarbazine	1.5	0.08065861
Severe Acute Respiratory Syndrome	dacomitinib	2	0.997674013
Severe Acute Respiratory Syndrome	dactinomycin	2	0.690579534
Severe Acute Respiratory Syndrome	dalfampridine	2.214285714	0.858980498
Severe Acute Respiratory Syndrome	dalteparin	1.75	0.107510912
Severe Acute Respiratory Syndrome	damoctocog alfa pegol	1	7.22E-06
Severe Acute Respiratory Syndrome	danaparoid	1	3.26E-07
Severe Acute Respiratory Syndrome	danazol	1.8	0.666475825
Severe Acute Respiratory Syndrome	dantrolene	2	0.607564331
Severe Acute Respiratory Syndrome	dapiprazole	2	0.417821713
Severe Acute Respiratory Syndrome	daratumumab	2	0.525138553
Severe Acute Respiratory Syndrome	darbepoetin alfa	2	0.629518196
Severe Acute Respiratory Syndrome	darifenacin	2.4	0.908723352
Severe Acute Respiratory Syndrome	darolutamide	2	0.912252968
Severe Acute Respiratory Syndrome	dasatinib	1.739130435	0.624777272
Severe Acute Respiratory Syndrome	daunorubicin	2	0.712114495
Severe Acute Respiratory Syndrome	debrisoquine	2	0.402829654
Severe Acute Respiratory Syndrome	decamethonium	2.5	0.972337302
Severe Acute Respiratory Syndrome	decitabine	2	0.701397079
Severe Acute Respiratory Syndrome	defibrotide	2	0.427763274
Severe Acute Respiratory Syndrome	deflazacort	2	0.732530303
Severe Acute Respiratory Syndrome	degarelix	3	0.926530812
Severe Acute Respiratory Syndrome	demecarium	2.5	0.74223472
Severe Acute Respiratory Syndrome	denileukin diftitox	1.666666667	0.069943247
Severe Acute Respiratory Syndrome	denosumab	2	0.631904738
Severe Acute Respiratory Syndrome	deoxycholic acid	2	0.693062785
Severe Acute Respiratory Syndrome	dequalinium	2.333333333	0.863439352
Severe Acute Respiratory Syndrome	deserpidine	2	0.453959047
Severe Acute Respiratory Syndrome	desflurane	2.111111111	0.171573242
Severe Acute Respiratory Syndrome	desipramine	2.095238095	0.831362636
Severe Acute Respiratory Syndrome	deslanoside	2	0.655955894
Severe Acute Respiratory Syndrome	desloratadine	1	0.003137502
Severe Acute Respiratory Syndrome	desmopressin	2	0.298370715
Severe Acute Respiratory Syndrome	desogestrel	2	0.972528578
Severe Acute Respiratory Syndrome	desonide	2	0.762430572
Severe Acute Respiratory Syndrome	desoximetasone	2	0.74758846
Severe Acute Respiratory Syndrome	desoxycorticosterone acetate	2	0.556515708
Severe Acute Respiratory Syndrome	desvenlafaxine	2	0.463144324
Severe Acute Respiratory Syndrome	deutetrabenazine	2	0.397363447
Severe Acute Respiratory Syndrome	dexamethasone	1.8	0.48044001
Severe Acute Respiratory Syndrome	dexbrompheniramine	1	0.001317948
Severe Acute Respiratory Syndrome	dexchlorpheniramine maleate	1	0.009508237
Severe Acute Respiratory Syndrome	dexfenfluramine	2	0.489748698
Severe Acute Respiratory Syndrome	dexibuprofen	2	0.690570588
Severe Acute Respiratory Syndrome	dexketoprofen	2	0.622059417
Severe Acute Respiratory Syndrome	dexlansoprazole	2	0.433219432
Severe Acute Respiratory Syndrome	dexmedetomidine	2	0.5
Severe Acute Respiratory Syndrome	dexmethylphenidate	2	0.533628305
Severe Acute Respiratory Syndrome	dexrazoxane	2	0.711965092
Severe Acute Respiratory Syndrome	dextroamphetamine	2	0.344044106
Severe Acute Respiratory Syndrome	dextromethorphan	2.047619048	0.707703499
Severe Acute Respiratory Syndrome	dextropropoxyphene	2	0.423762098
Severe Acute Respiratory Syndrome	dextrothyroxine	2	0.518172697
Severe Acute Respiratory Syndrome	dezocine	2	0.585053801
Severe Acute Respiratory Syndrome	diacerein	2.111111111	0.786993878
Severe Acute Respiratory Syndrome	diamorphine	2	0.493473714
Severe Acute Respiratory Syndrome	diazepam	2.0625	0.058889922
Severe Acute Respiratory Syndrome	diazoxide	2.166666667	0.932933768
Severe Acute Respiratory Syndrome	dibotermin alfa	2	0.72219129
Severe Acute Respiratory Syndrome	dichloroacetic acid	2	0.536003584
Severe Acute Respiratory Syndrome	dichlorobenzyl alcohol	2.5	0.99494438
Severe Acute Respiratory Syndrome	diclofenac	2	0.597170346
Severe Acute Respiratory Syndrome	diclofenamide	2.75	0.998454163
Severe Acute Respiratory Syndrome	dicoumarol	1.666666667	0.050058159
Severe Acute Respiratory Syndrome	dicyclomine	2.5	0.97336023
Severe Acute Respiratory Syndrome	didanosine	1	0.003525365
Severe Acute Respiratory Syndrome	dienestrol	1.5	0.538758698
Severe Acute Respiratory Syndrome	dienogest	2	0.925466661
Severe Acute Respiratory Syndrome	diethylcarbamazine	2	0.530809008
Severe Acute Respiratory Syndrome	diethylpropion	2	0.420533829
Severe Acute Respiratory Syndrome	diethylstilbestrol	1.888888889	0.953374998
Severe Acute Respiratory Syndrome	diflorasone	2	0.752556199
Severe Acute Respiratory Syndrome	diflunisal	2	0.480136231
Severe Acute Respiratory Syndrome	difluocortolone	2	0.737578529
Severe Acute Respiratory Syndrome	difluprednate	2	0.74758846
Severe Acute Respiratory Syndrome	digitoxin	2	0.649739786
Severe Acute Respiratory Syndrome	digoxin	2	0.636755338
Severe Acute Respiratory Syndrome	dihydro-alpha-ergocryptine	2.25	0.895531808
Severe Acute Respiratory Syndrome	dihydroergocornine	2.291666667	0.991551507
Severe Acute Respiratory Syndrome	dihydroergocristine	2.275862069	0.985751113
Severe Acute Respiratory Syndrome	dihydroergotamine	2.5	0.97650748
Severe Acute Respiratory Syndrome	dihydrotachysterol	2	0.711965092
Severe Acute Respiratory Syndrome	diltiazem	2	0.277211981
Severe Acute Respiratory Syndrome	dimenhydrinate	1	1.51E-05
Severe Acute Respiratory Syndrome	dimethyl fumarate	1.5	0.207485717
Severe Acute Respiratory Syndrome	dimetindene	1.5	0.000947249
Severe Acute Respiratory Syndrome	dinoprost	3	0.97318672
Severe Acute Respiratory Syndrome	dinoprost tromethamine	2.5	0.972704626
Severe Acute Respiratory Syndrome	dinoprostone	2.2	0.758695718
Severe Acute Respiratory Syndrome	diosmin	2	0.643348413
Severe Acute Respiratory Syndrome	dioxybenzone	1	0.088507991
Severe Acute Respiratory Syndrome	diphemanil	2	0.565406593
Severe Acute Respiratory Syndrome	diphenhydramine	1.5	0.000509398
Severe Acute Respiratory Syndrome	diphenidol	2.333333333	0.943390033
Severe Acute Respiratory Syndrome	diphenoxylate	2	0.636755338
Severe Acute Respiratory Syndrome	diphenylpyraline	1.5	0.000648821
Severe Acute Respiratory Syndrome	dipivefrin	2	0.522376608
Severe Acute Respiratory Syndrome	dipyridamole	1.833333333	0.0515892
Severe Acute Respiratory Syndrome	dipyrithione	1.5	0.09479226
Severe Acute Respiratory Syndrome	disopyramide	2.125	0.802326408
Severe Acute Respiratory Syndrome	disulfiram	2.5	0.984223981
Severe Acute Respiratory Syndrome	dl-methylephedrine	2.111111111	0.870513018
Severe Acute Respiratory Syndrome	dobutamine	1.833333333	0.659783382
Severe Acute Respiratory Syndrome	docetaxel	2	0.854947721
Severe Acute Respiratory Syndrome	doconexent	2	0.890912073
Severe Acute Respiratory Syndrome	dofetilide	2	0.628408887
Severe Acute Respiratory Syndrome	dolasetron	2	0.332054137
Severe Acute Respiratory Syndrome	domperidone	2	0.617911422
Severe Acute Respiratory Syndrome	donepezil	2	0.671916054
Severe Acute Respiratory Syndrome	dopamine	2.2	0.952281838
Severe Acute Respiratory Syndrome	dorzolamide	2.75	0.993938229
Severe Acute Respiratory Syndrome	dosulepin	2.1875	0.831604009
Severe Acute Respiratory Syndrome	dotatate gallium ga-68	2	0.522943119
Severe Acute Respiratory Syndrome	doxacurium	2.5	0.845936659
Severe Acute Respiratory Syndrome	doxapram	2	0.5
Severe Acute Respiratory Syndrome	doxazosin	2	0.223328975
Severe Acute Respiratory Syndrome	doxepin	2.157894737	0.793560295
Severe Acute Respiratory Syndrome	doxercalciferol	2	0.742596867
Severe Acute Respiratory Syndrome	doxorubicin	2	0.667945863
Severe Acute Respiratory Syndrome	doxylamine	2	0.411333367
Severe Acute Respiratory Syndrome	dronabinol	2.5	0.918187445
Severe Acute Respiratory Syndrome	dronedarone	2.16	0.98546537
Severe Acute Respiratory Syndrome	droperidol	2	0.545734341
Severe Acute Respiratory Syndrome	drospirenone	2	0.92507408
Severe Acute Respiratory Syndrome	drotaverine	2	0.535599118
Severe Acute Respiratory Syndrome	drotrecogin alfa	0.916666667	1.14E-40
Severe Acute Respiratory Syndrome	droxidopa	2.1	0.799543273
Severe Acute Respiratory Syndrome	dulaglutide	2	0.643348413
Severe Acute Respiratory Syndrome	duloxetine	2	0.445193556
Severe Acute Respiratory Syndrome	dupilumab	1	0.000143541
Severe Acute Respiratory Syndrome	durvalumab	3	0.997875915
Severe Acute Respiratory Syndrome	duvelisib	1.5	0.019817239
Severe Acute Respiratory Syndrome	dyclonine	2	0.225983494
Severe Acute Respiratory Syndrome	dydrogesterone	2	0.662018519
Severe Acute Respiratory Syndrome	dyphylline	2.25	0.842985785
Severe Acute Respiratory Syndrome	ecallantide	2	0.414499996
Severe Acute Respiratory Syndrome	echothiophate	3	0.855920638
Severe Acute Respiratory Syndrome	econazole	2	0.599239516
Severe Acute Respiratory Syndrome	eculizumab	2	0.5
Severe Acute Respiratory Syndrome	edotreotide gallium ga-68	2.5	0.999088515
Severe Acute Respiratory Syndrome	edoxaban	1	0.000756916
Severe Acute Respiratory Syndrome	edrophonium	2.5	0.816109939
Severe Acute Respiratory Syndrome	efalizumab	1.6	7.98E-06
Severe Acute Respiratory Syndrome	eflornithine	2	0.590280184
Severe Acute Respiratory Syndrome	efmoroctocog alfa	2	0.590280184
Severe Acute Respiratory Syndrome	elagolix	3	0.912715578
Severe Acute Respiratory Syndrome	eletriptan	2.428571429	0.960269392
Severe Acute Respiratory Syndrome	elexacaftor	2	0.986044282
Severe Acute Respiratory Syndrome	eliglustat	2	0.377940583
Severe Acute Respiratory Syndrome	elotuzumab	3	0.988690301
Severe Acute Respiratory Syndrome	eltrombopag	2	0.575927349
Severe Acute Respiratory Syndrome	eluxadoline	2	0.622059417
Severe Acute Respiratory Syndrome	emapalumab	0	4.22E-10
Severe Acute Respiratory Syndrome	emedastine	1	2.90E-05
Severe Acute Respiratory Syndrome	emicizumab	1	0.000182462
Severe Acute Respiratory Syndrome	enalapril	0	1.21E-32
Severe Acute Respiratory Syndrome	enalaprilat	1	3.16E-06
Severe Acute Respiratory Syndrome	enasidenib	2	0.424072651
Severe Acute Respiratory Syndrome	encainide	2	0.539827837
Severe Acute Respiratory Syndrome	encorafenib	2	0.736057837
Severe Acute Respiratory Syndrome	enflurane	2.052631579	0.090217302
Severe Acute Respiratory Syndrome	enfortumab vedotin	3	0.988804402
Severe Acute Respiratory Syndrome	enoxacin	2	0.649739786
Severe Acute Respiratory Syndrome	enoxaparin	1	1.85E-05
Severe Acute Respiratory Syndrome	enoximone	2	0.602636553
Severe Acute Respiratory Syndrome	enprofylline	2	0.248953361
Severe Acute Respiratory Syndrome	entacapone	1	0.004752629
Severe Acute Respiratory Syndrome	entrectinib	1.833333333	0.371145715
Severe Acute Respiratory Syndrome	enzacamene	2	0.997383322
Severe Acute Respiratory Syndrome	enzalutamide	2	0.815939875
Severe Acute Respiratory Syndrome	ephedrine	2	0.443484292
Severe Acute Respiratory Syndrome	epicriptine	2.2	0.941149902
Severe Acute Respiratory Syndrome	epinastine	2	0.350258773
Severe Acute Respiratory Syndrome	epinephrine	1.75	0.112488028
Severe Acute Respiratory Syndrome	epirubicin	2	0.688340369
Severe Acute Respiratory Syndrome	eplerenone	2	0.607564331
Severe Acute Respiratory Syndrome	epoprostenol	2.333333333	0.74567209
Severe Acute Respiratory Syndrome	eprosartan	1	6.63E-06
Severe Acute Respiratory Syndrome	eptifibatide	2	0.629927932
Severe Acute Respiratory Syndrome	erdafitinib	1.888888889	0.622400806
Severe Acute Respiratory Syndrome	erenumab	3	0.983121568
Severe Acute Respiratory Syndrome	ergocalciferol	2.181818182	0.637285325
Severe Acute Respiratory Syndrome	ergoloid mesylate	2.275862069	0.994291669
Severe Acute Respiratory Syndrome	ergometrine	2	0.460172163
Severe Acute Respiratory Syndrome	ergotamine	2.25	0.982869472
Severe Acute Respiratory Syndrome	eribulin	2	0.701882467
Severe Acute Respiratory Syndrome	erlotinib	2	0.972799559
Severe Acute Respiratory Syndrome	erythrityl tetranitrate	2	0.54837509
Severe Acute Respiratory Syndrome	erythromycin	2.5	0.972175672
Severe Acute Respiratory Syndrome	erythropoietin	2	0.610462984
Severe Acute Respiratory Syndrome	escitalopram	2.133333333	0.898737597
Severe Acute Respiratory Syndrome	esculin	2	0.878848306
Severe Acute Respiratory Syndrome	esketamine	2.1	0.940935412
Severe Acute Respiratory Syndrome	eslicarbazepine	2	0.480136231
Severe Acute Respiratory Syndrome	eslicarbazepine acetate	2	0.414499996
Severe Acute Respiratory Syndrome	esmolol	2	0.539827837
Severe Acute Respiratory Syndrome	esomeprazole	2	0.470959496
Severe Acute Respiratory Syndrome	estazolam	2.066666667	0.09855217
Severe Acute Respiratory Syndrome	estradiol	2	0.995209144
Severe Acute Respiratory Syndrome	estradiol acetate	2	0.990302844
Severe Acute Respiratory Syndrome	estradiol benzoate	2	0.982705156
Severe Acute Respiratory Syndrome	estradiol cypionate	2	0.996035653
Severe Acute Respiratory Syndrome	estradiol dienanthate	2	0.991883127
Severe Acute Respiratory Syndrome	estradiol valerate	2	0.995053775
Severe Acute Respiratory Syndrome	estramustine	2	0.995941886
Severe Acute Respiratory Syndrome	estriol	1.666666667	0.859492427
Severe Acute Respiratory Syndrome	estrone	1.8	0.890973363
Severe Acute Respiratory Syndrome	estrone sulfate	2	0.996564529
Severe Acute Respiratory Syndrome	eszopiclone	2.076923077	0.088555893
Severe Acute Respiratory Syndrome	etacrynic acid	2	0.699371245
Severe Acute Respiratory Syndrome	etafedrine	1	0.188898652
Severe Acute Respiratory Syndrome	etanercept	1.538461538	8.86E-07
Severe Acute Respiratory Syndrome	etelcalcetide	2	0.545204053
Severe Acute Respiratory Syndrome	ethanol	2.136363636	0.412008002
Severe Acute Respiratory Syndrome	ethanolamine oleate	2	0.556515708
Severe Acute Respiratory Syndrome	ethchlorvynol	2.076923077	0.086209141
Severe Acute Respiratory Syndrome	ethinamate	2.5	0.933745306
Severe Acute Respiratory Syndrome	ethinylestradiol	1.666666667	0.605295938
Severe Acute Respiratory Syndrome	ethosuximide	2	0.292508808
Severe Acute Respiratory Syndrome	ethotoin	2	0.615393999
Severe Acute Respiratory Syndrome	ethynodiol diacetate	2	0.984001986
Severe Acute Respiratory Syndrome	etidronic acid	1.5	0.059513301
Severe Acute Respiratory Syndrome	etodolac	2	0.659117413
Severe Acute Respiratory Syndrome	etomidate	2.142857143	0.202213013
Severe Acute Respiratory Syndrome	etonogestrel	2	0.98259798
Severe Acute Respiratory Syndrome	etoposide	2	0.707019802
Severe Acute Respiratory Syndrome	etoricoxib	2	0.599239516
Severe Acute Respiratory Syndrome	eugenol	2	0.933421459
Severe Acute Respiratory Syndrome	everolimus	2	0.742596867
Severe Acute Respiratory Syndrome	exemestane	2	0.271893552
Severe Acute Respiratory Syndrome	exenatide	2	0.622825128
Severe Acute Respiratory Syndrome	ezetimibe	2.333333333	0.643877055
Severe Acute Respiratory Syndrome	ezogabine	2	0.297417315
Severe Acute Respiratory Syndrome	famotidine	3	0.760115534
Severe Acute Respiratory Syndrome	febuxostat	2	0.326246672
Severe Acute Respiratory Syndrome	fedratinib	1.333333333	0.003706431
Severe Acute Respiratory Syndrome	felbamate	2	0.591744532
Severe Acute Respiratory Syndrome	felodipine	2.076923077	0.589802927
Severe Acute Respiratory Syndrome	fenfluramine	2	0.433219432
Severe Acute Respiratory Syndrome	fenofibrate	2	0.449828746
Severe Acute Respiratory Syndrome	fenofibric acid	2	0.620243046
Severe Acute Respiratory Syndrome	fenoldopam	2.375	0.999147031
Severe Acute Respiratory Syndrome	fenoprofen	2	0.693020645
Severe Acute Respiratory Syndrome	fenoterol	1.666666667	0.147920041
Severe Acute Respiratory Syndrome	fentanyl	2	0.611764237
Severe Acute Respiratory Syndrome	ferric cation	1	0.019817239
Severe Acute Respiratory Syndrome	ferric pyrophosphate citrate	2	0.506710196
Severe Acute Respiratory Syndrome	ferrous ascorbate	2.071428571	0.887874271
Severe Acute Respiratory Syndrome	ferrous fumarate	2.071428571	0.895067181
Severe Acute Respiratory Syndrome	ferrous gluconate	2.071428571	0.903211863
Severe Acute Respiratory Syndrome	ferrous glycine sulfate	2.071428571	0.876966923
Severe Acute Respiratory Syndrome	ferrous succinate	2.071428571	0.889529739
Severe Acute Respiratory Syndrome	fesoterodine	2.4	0.866043831
Severe Acute Respiratory Syndrome	fexofenadine	1	0.000958758
Severe Acute Respiratory Syndrome	filgrastim	1.5	0.019817239
Severe Acute Respiratory Syndrome	finafloxacin	2	0.629927932
Severe Acute Respiratory Syndrome	fingolimod	2.5	0.996591045
Severe Acute Respiratory Syndrome	fish oil	2.269230769	0.997562902
Severe Acute Respiratory Syndrome	flavin adenine dinucleotide	1.961538462	0.108935951
Severe Acute Respiratory Syndrome	flavin mononucleotide	1.7	0.001992952
Severe Acute Respiratory Syndrome	flavone	2	0.463090169
Severe Acute Respiratory Syndrome	flavoxate	2.5	0.968318735
